fichier;source;artiste_fichier;titre_fichier;resultat;score;artiste_discogs;titre_discogs;genre;style;annee;label;release_id
2022-01-26\Cabaret Nocturne - Hidden Gate.mp3;tags;Cabaret Nocturne;Hidden Gate;MATCH;100.0;Cabaret Nocturne;Hidden Gate;Electronic;Deep House/Dark Ambient/Minimal Techno/Disco;2015;Join Our Club;7820496
2022-01-26\Cabaret Nocturne - Voodoo Spunk.mp3;tags;Cabaret Nocturne;Voodoo Spunk;MATCH;100.0;Cabaret Nocturne;Voodoo Spunk;Electronic;Deep Techno/Techno/Nu-Disco/Downtempo;2017;Nein Records (2);11156481
2022-01-26\CamelPhat - Valentina.mp3;tags;CamelPhat;Valentina;MATCH;100.0;Camelphat;Valentina;Electronic;Tech House;2015;Great Stuff Recordings;6751702
2022-01-26\Charlotte de Witte - Common Era.mp3;tags;Charlotte de Witte;Common Era;MATCH;100.0;Charlotte De Witte;Common Era;Electronic;Techno;2020;KNTXT;15975990
2022-01-26\Charlotte de Witte - Formula.mp3;tags;Charlotte de Witte;Formula;MATCH;100.0;Charlotte De Witte;Formula;Electronic;Techno;2021;KNTXT;18557719
2022-01-26\Charlotte de Witte - RPM.mp3;tags;Charlotte de Witte;RPM;MATCH;100.0;Charlotte De Witte;RPM;Electronic;Techno;2021;KNTXT;18557719
2022-01-26\Charlotte de Witte - Rave On Time.mp3;tags;Charlotte de Witte;Rave On Time;MATCH;100.0;Charlotte De Witte;Rave On Time;Electronic;Techno;2020;KNTXT;15975990
2022-01-26\Charlotte de Witte - Sgadi Li Mi.mp3;tags;Charlotte de Witte;Sgadi Li Mi;MATCH;100.0;Charlotte De Witte;Sgadi Li Mi (Original Mix);Electronic;Techno/Minimal Techno/Acid;2020;KNTXT;15453524
2022-01-26\Charlotte de Witte - There's No One Left To Trust.mp3;tags;Charlotte de Witte;There's No One Left To Trust;MATCH;100.0;Charlotte De Witte;There's No One Left To Trust;Electronic;Techno;2020;KNTXT;15975990
2022-01-26\Charlotte de Witte - Time.mp3;tags;Charlotte de Witte;Time;MATCH;100.0;Charlotte De Witte;Time;Electronic;Techno/Acid/Minimal Techno/Ambient;2019;KNTXT;14449525
2022-01-26\Fatboy Slim, Riva Starr feat. Beardyman - Eat Sleep Rave Repeat (feat. Beardyman).mp3;tags;Fatboy Slim, Riva Starr;Eat Sleep Rave Repeat (feat. Beardyman);MATCH;100.0;Fatboy Slim;Eat, Sleep, Rave, Repeat;Electronic;House;2013;Mixmag;4677072
2022-01-27\ATOEM - Blue.mp3;tags;ATOEM;Blue;MATCH;100.0;Atoem;Blue;Electronic;Electro/Ambient;2017;Not On Label (ATOEM Self-released);14311053
2022-01-27\Bon Entendeur - Le temps est bon.mp3;tags;Bon Entendeur;Le temps est bon;MATCH;100.0;Bon Entendeur;Le Temps Est Bon;Electronic;Ambient/Disco/Synth-pop;2019;Columbia;13730986
2022-01-27\Bon Entendeur - Monaco.mp3;tags;Bon Entendeur;Monaco;MATCH;100.0;Bon Entendeur;Monaco;Electronic;Ambient/Disco/Synth-pop;2020;Columbia;19954630
2022-01-27\Bon Entendeur feat. Sofiane Pamart - Alba.mp3;tags;Bon Entendeur feat. Sofiane Pamart;Alba;MATCH;100.0;Bon Entendeur;Alba;Electronic/Pop;Electro;2021;Columbia;19304317
2022-01-27\Bon Entendeur, Nino Ferrer - La Rua Madureira.mp3;tags;Bon Entendeur, Nino Ferrer;La Rua Madureira;MATCH;100.0;Nino Ferrer;La Rua Madureira;Jazz/Rock/Blues/Pop;Bossa Nova/Garage Rock/Chanson/Yé-Yé;1969;Riviera (3);1244671
2022-01-27\Cirez D - On Off.mp3;tags;Cirez D;On Off;MATCH;100.0;Cirez D;On Off;Electronic;Techno/Tech House;2009;Mouseville;1866119
2022-01-27\Cirez D - Teaser.mp3;tags;Cirez D;Teaser;MATCH;100.0;Cirez D;Teaser;Electronic;Tech House;2005;Joia Records;464501
2022-01-27\Clawz SG - 188DB.mp3;tags;Clawz SG;188DB;NON;52.0;Clawz SG;Bloom;;;;;
2022-01-27\Clawz SG - Cosmic.mp3;tags;Clawz SG;Cosmic;NON;0.0;;;;;;;
2022-01-27\Clawz SG - Gwendoline.mp3;tags;Clawz SG;Gwendoline;MATCH;100.0;Clawz SG;Gwendoline;Electronic;Progressive House/IDM/Techno;2015;Blendwerk Music;6810600
2022-01-27\Clawz SG - Leviathan.mp3;tags;Clawz SG;Leviathan;NON;0.0;;;;;;;
2022-01-27\Clawz SG - Momentum.mp3;tags;Clawz SG;Momentum;MATCH;100.0;Clawz SG;Momentum;Electronic;Deep House/Tech House/Progressive House;2017;Steyoyoke;14049920
2022-01-27\Clawz SG - Perennial.mp3;tags;Clawz SG;Perennial;NON;0.0;;;;;;;
2022-01-27\Clawz SG - Twilight.mp3;tags;Clawz SG;Twilight;MATCH;100.0;Clawz SG;Twilight;Electronic;Deep House/Tech House/Progressive House;2017;Steyoyoke;14049920
2022-01-27\Clawz SG - Xanax.mp3;tags;Clawz SG;Xanax;NON;0.0;;;;;;;
2022-01-27\Dahu, Soul Button - Soma.mp3;tags;Dahu, Soul Button;Soma;NON;0.0;;;;;;;
2022-01-27\Daniel Rateuke - Kalimbo.mp3;tags;Daniel Rateuke;Kalimbo;MATCH;100.0;Daniel Rateuke;Kalimbo;Electronic;House;2019;Nite Grooves;13533825
2022-01-27\Dusty Kid - Kollera.mp3;tags;Dusty Kid;Kollera;MATCH;100.0;Dusty Kid;Kollera;Electronic;Techno;2019;Filth On Acid;14437993
2022-01-27\Florian Rietze - Shift.mp3;tags;Florian Rietze;Shift;NON;0.0;;;;;;;
2022-01-27\Francois Rengere - Rise (Original Mix).mp3;tags;Francois Rengere;Rise (Original Mix);NON;0.0;;;;;;;
2022-01-27\POPOF - Serenity (ATOEM remix).mp3;tags;POPOF;Serenity (ATOEM remix);MATCH;100.0;Popof;Serenity (ATOEM Remix);Electronic;Techno/Minimal/House;2022;Form Music;21928693
2022-01-27\Victor Ruiz - Acid.mp3;tags;Victor Ruiz;Acid;MATCH;100.0;Victor Ruiz (2);Acid;Electronic;Techno;2013;Dee-P-erfect;5041378
2022-01-27\Victor Ruiz - Dance in the Dark.mp3;tags;Victor Ruiz;Dance in the Dark;MATCH;89.8;Victor Ruiz (2);Dance In The Dark (Rework);Electronic;Techno;2025;Volta (3);35597911
2022-01-27\Victor Ruiz - Draco.mp3;tags;Victor Ruiz;Draco;MATCH;100.0;Victor Ruiz (2);Draco;Electronic;Techno;2014;Electric Ballroom (2);6511856
2022-01-27\Victor Ruiz - Voyage.mp3;tags;Victor Ruiz;Voyage;MATCH;100.0;Victor Ruiz (2);Voyage;Electronic;Techno;2017;Suara;10672364
2022-01-27\Von&Zu - Home (Francois Rengere Remix).mp3;tags;Von&Zu;Home (Francois Rengere Remix);MATCH;100.0;Von&Zu;Home (François Rengère Remix);Electronic;Experimental/Deep House;2015;Parquet Recordings;7598806
2022-01-28\Age Of Love - The Age Of Love (Charlotte de Witte & Enrico Sangiuliano Remix).mp3;tags;Age Of Love;The Age Of Love (Charlotte de Witte & Enrico Sangiuliano Remix);MATCH;100.0;Age Of Love;The Age Of Love (Charlotte De Witte & Enrico Sangiuliano Remix);Electronic;Techno;2021;Diki Records Classics;19901815
2022-01-28\Eats Everything - Space Raiders (Space 92 Remix).mp3;tags;Eats Everything;Space Raiders (Space 92 Remix);MATCH;100.0;Eats Everything;Space Raiders (Space 92 Remix);Electronic;Techno/Tech House;2021;Kneaded Pains;20982508
2022-01-28\Millero - French on Acid (Original Mix).mp3;tags;Millero;French on Acid (Original Mix);NON;63.1;Millero;Too Far Gone;;;;;
2022-01-28\Otherside (ITA) - Hydrochloric Acid.mp3;tags;Otherside (ITA);Hydrochloric Acid;NON;0.0;;;;;;;
2022-01-28\Pavel Petrov - Billennium (Original Mix).mp3;tags;Pavel Petrov;Billennium (Original Mix);NON;0.0;;;;;;;
2022-01-28\Ramon Tapia - Last Step (ASYS Remix).mp3;tags;Ramon Tapia;Last Step (ASYS Remix);NON;71.3;Ramon Tapia;Stronkie (Marc Miroir Remix);;;;;
2022-01-28\Ron Costa - Mental Freeze.mp3;tags;Ron Costa;Mental Freeze;MATCH;100.0;Ron Costa;Mental Freeze;Electronic;Techno;2021;Potobolo Records;25250773
2022-01-28\Sabura, Clap Codex - Pariah.mp3;tags;Sabura, Clap Codex;Pariah;NON;0.0;;;;;;;
2022-01-28\Teenage Mutants - Rebirth (Original Mix).mp3;tags;Teenage Mutants;Rebirth (Original Mix);MATCH;100.0;Teenage Mutants;Rebirth;Electronic;Techno;2021;Filth On Acid;20776825
2022-02-10\999999999 - 300000003.mp3;tags;999999999;300000003;NON;0.0;;;;;;;
2022-02-10\Andre Bratten - Trommer Og Bass.mp3;tags;Andre Bratten;Trommer Og Bass;NON;0.0;;;;;;;
2022-02-10\Anthony Castaldo - Concept of Infinity.mp3;tags;Anthony Castaldo;Concept of Infinity;MATCH;100.0;Anthony Castaldo;Concept Of Infinity;Electronic;Techno;2017;Unrilis;10810323
2022-02-10\Archie Hamilton - Midnight Delight.mp3;tags;Archie Hamilton;Midnight Delight;MATCH;100.0;Archie Hamilton;Midnight Delight;Electronic;Minimal/Deep Techno;2021;Moscow Records;19125595
2022-02-10\Asa Moto - Cacao.mp3;tags;Asa Moto;Cacao;MATCH;100.0;Asa Moto;Cacao;Electronic;Electro;2021;Deewee;20028769
2022-02-10\Clawz SG - Klothis (Robert Babicz Remix).mp3;tags;Clawz SG;Klothis (Robert Babicz Remix);MATCH;100.0;Clawz SG;Klothis (Robert Babicz Remix);Electronic;Progressive House/Techno;2021;Proton Music;18178183
2022-02-10\DSF - Children of Floga.mp3;tags;DSF;Children of Floga;MATCH;100.0;DSF (2);Children Of Floga;Electronic;Deep House;2018;Shanti Radio Moscow;13217465
2022-02-10\Dub Head - Globular Cluster.mp3;tags;Dub Head;Globular Cluster;MATCH;100.0;Dub Head (2);Globular Cluster;Electronic;Drum n Bass;2018;Dispatch Recordings;11765375
2022-02-10\Emrod - Jennesys.mp3;tags;Emrod;Jennesys;NON;0.0;;;;;;;
2022-02-10\Henry Jackman & Dominic Lewis - The Necklace.mp3;tags;Henry Jackman & Dominic Lewis;The Necklace;MATCH;100.0;Henry Jackman;The Necklace;Stage & Screen;Soundtrack/Score;2017;Varèse Sarabande;12918961
2022-02-10\Joachim Pastor - Joda (Worakls Remix).mp3;tags;Joachim Pastor;Joda (Worakls Remix);NON;0.0;;;;;;;
2022-02-10\Joachim Pastor - Sol Invictus.mp3;tags;Joachim Pastor;Sol Invictus;MATCH;100.0;Joachim Pastor;Sol Invictus;Electronic;Deep House;2020;Armada (4);28048572
2022-02-10\Jonathan Kaspar - Beton.mp3;tags;Jonathan Kaspar;Beton;MATCH;100.0;Jonathan Kaspar;Beton;Electronic;Techno;2021;Kompakt;17928346
2022-02-10\Laurent Garnier - Crispy Bacon.mp3;tags;Laurent Garnier;Crispy Bacon;MATCH;100.0;Laurent Garnier;Crispy Bacon;Electronic;Techno/Drum n Bass/Electro;1997;F Communications;523
2022-02-10\Laurent Garnier - Jacques In The Box.mp3;tags;Laurent Garnier;Jacques In The Box;MATCH;100.0;Laurent Garnier;Jacques In The Box;Electronic;Progressive House/Techno/Electro;2012;Ed Banger Records;3493096
2022-02-10\Maceo Plex - Motor Rotor.mp3;tags;Maceo Plex;Motor Rotor;MATCH;100.0;Maceo Plex;Motor Rotor;Electronic;Techno/Tech House;2016;Ellum Audio;9426557
2022-02-10\NTO - Carrousel.mp3;tags;NTO;Carrousel;NON;0.0;;;;;;;
2022-02-10\Napkey - Rebirth.mp3;tags;Napkey;Rebirth;NON;0.0;;;;;;;
2022-02-10\Pethrol - Howling Wolf (Thylacine Remix).mp3;tags;Pethrol;Howling Wolf (Thylacine Remix);NON;68.8;Pethrol;Summer Rise - Opti Remix;;;;;
2022-02-10\Rayko - Easy Money.mp3;tags;Rayko;Easy Money;NON;0.0;;;;;;;
2022-02-10\Red Axes - Pad Yoga Raga.mp3;tags;Red Axes;Pad Yoga Raga;MATCH;100.0;Red Axes;Pad Yoga Raga;Electronic/Folk, World, & Country;House/Leftfield;2020;!K7 Records;15963962
2022-02-10\Thylacine - Allegri.mp3;tags;Thylacine;Allegri;MATCH;100.0;Thylacine (4);Allegri;Electronic/Classical;Electro/Classical;2020;Sony Music;15998586
2022-02-10\Thylacine - Anatolia.mp3;tags;Thylacine;Anatolia;MATCH;100.0;Thylacine (4);Anatolia;Electronic;Ambient;2020;Intuitive Records (2);15515565
2022-02-10\Thylacine - Home.mp3;tags;Thylacine;Home;MATCH;100.0;Thylacine (4);Home;Electronic;Electro/IDM/Ambient/Deep House;2016;Intuitive Records (2);9401447
2022-02-10\Thylacine - Piany Pianino.mp3;tags;Thylacine;Piany Pianino;MATCH;100.0;Thylacine (4);Piany Pianino;Electronic;IDM/Ambient/Electro/Deep House;2015;Intuitive Records (2);7780434
2022-02-10\Thylacine - Poly.mp3;tags;Thylacine;Poly;MATCH;100.0;Thylacine (4);Poly;Electronic;IDM/Ambient/Electro/Deep House;2015;Intuitive Records (2);7780434
2022-02-10\Thylacine - Satie I.mp3;tags;Thylacine;Satie I;MATCH;100.0;Thylacine (4);Satie I;Electronic/Classical;Electro/Classical;2020;Sony Music;15998586
2022-02-10\Thylacine - Satie II.mp3;tags;Thylacine;Satie II;MATCH;100.0;Thylacine (4);Satie II;Electronic/Classical;Electro/Classical;2020;Sony Music;15998586
2022-02-10\Thylacine - Sheremetiev.mp3;tags;Thylacine;Sheremetiev;MATCH;100.0;Thylacine (4);Sheremetiev;Electronic/Classical;Electro/Classical;2020;Sony Music;15998586
2022-02-10\Yuksek - Beirut Ma Bet Mout.mp3;tags;Yuksek;Beirut Ma Bet Mout;NON;0.0;;;;;;;
2022-02-22\Da Africa Deep, Simo Moumen feat. Lyrik Shoxen, KJM Cornetist - Humans.mp3;tags;Da Africa Deep, Simo Moumen feat. Lyrik Shoxen, KJM Cornetist;Humans;NON;0.0;;;;;;;
2022-02-22\John Lord Fonda - Children (Refait à l'ancienne).mp3;tags;John Lord Fonda;Children (Refait à l'ancienne);MATCH;100.0;John Lord Fonda;Children (Refait À L'Ancienne);Electronic;EBM/Techno/Electro;2006;Citizen Records;799552
2022-02-22\John Lord Fonda - Heaven's on Fire.mp3;tags;John Lord Fonda;Heaven's on Fire;MATCH;100.0;John Lord Fonda;Heaven's On Fire;Electronic;Techno/Electro;2011;Citizen Records;2882402
2022-02-22\John Lord Fonda - Les dunes d'Altair (Damon Jee Remix).mp3;tags;John Lord Fonda;Les dunes d'Altair (Damon Jee Remix);MATCH;100.0;John Lord Fonda;Les Dunes D’Altaïr (Damon Jee Remix);Electronic;Techno/Electro;2021;Citizen Records;20266555
2022-02-22\John Lord Fonda - Music is Not Computer Algebra (JLF Project Mix).mp3;tags;John Lord Fonda;Music is Not Computer Algebra (JLF Project Mix);MATCH;93.5;John Lord Fonda;Music Is Not Computer Algebra (JLF Project Remix);Electronic;Techno/Electro;2006;Citizen Records;704520
2022-02-22\Jonas Saalbach - Anesthesia.mp3;tags;Jonas Saalbach;Anesthesia;MATCH;100.0;Jonas Saalbach;Anesthesia;Electronic;Tech House/Deep House;2014;Einmusika Recordings;7593098
2022-02-22\Made By Pete - Drunk In Chicago.mp3;tags;Made By Pete;Drunk In Chicago;MATCH;100.0;Made By Pete;Drunk In Chicago;Electronic;Tech House;2016;Simma Black;9374008
2022-02-22\Simo Moumen - Samsara.mp3;tags;Simo Moumen;Samsara;NON;0.0;;;;;;;
2022-02-23\Adam Ten, Mita Gami - Always Fresh.mp3;tags;Adam Ten, Mita Gami;Always Fresh;NON;0.0;;;;;;;
2022-02-23\Argy - Ketuvim.mp3;tags;Argy;Ketuvim;MATCH;100.0;Argy;Ketuvim (Original MIx);Electronic;Nu-Disco/Techno/House;2022;Renaissance Recordings;23725652
2022-02-23\BadWolf Feat. Soff - Dame Mas.mp3;tags;BadWolf Feat. Soff;Dame Mas;NON;0.0;;;;;;;
2022-02-23\Breaka - The Startup.mp3;tags;Breaka;The Startup;MATCH;100.0;Breaka;The Startup;Electronic;Breakbeat;2020;Off Beat.;15917478
2022-02-23\Burial and Four Tet - Nova.mp3;tags;Burial, Four Tet;Nova;NON;0.0;;;;;;;
2022-02-23\Burial, Four Tet - Moth.mp3;tags;Burial, Four Tet;Moth;NON;0.0;;;;;;;
2022-02-23\Cando - Clutch (Bakongo Remix).mp3;tags;Cando;Clutch (Bakongo Remix);MATCH;100.0;Cando;Clutch (Bakongo Remix);Electronic;Leftfield/Bassline;2021;Le Chatroom;20316928
2022-02-23\Eli Brown - Believe.mp3;tags;Eli Brown;Believe;MATCH;100.0;Eli Brown (4);Believe;Electronic;Techno;2022;Filth On Acid;21698899
2022-02-23\Jay Lumen - Orion.mp3;tags;Jay Lumen;Orion;MATCH;100.0;Jay Lumen;Orion;Electronic;Techno;2022;Footwork Audio;24716246
2022-02-23\Mark Reeve - Alive.mp3;tags;Mark Reeve;Alive;NON;0.0;;;;;;;
2022-02-23\Moby, Anfisa Letyago - Go.mp3;tags;Moby, Anfisa Letyago;Go;MATCH;100.0;Moby;Go;Electronic;Acid House/Techno/Ambient;1992;Instinct Records;667
2022-02-23\PAWSA - Roll Play.mp3;tags;PAWSA;Roll Play;MATCH;100.0;PAWSA;Roll Play;Electronic;Tech House;2019;PAWZ;14336045
2022-02-23\Rao (US) - Fade.mp3;tags;Rao (US);Fade;NON;0.0;;;;;;;
2022-02-23\Solardo - Riser.mp3;tags;Solardo;Riser;MATCH;100.0;Solardo;Riser;Electronic;Techno;2022;Solä;24155060
2022-02-23\Space 92 - The Door.mp3;tags;Space 92;The Door;MATCH;100.0;Space 92;The Door;Electronic;Techno;2022;Filth On Acid;21934591
2022-02-23\Viola Vi - SoHum.mp3;tags;Viola Vi;SoHum;NON;0.0;;;;;;;
2022-04-17\2 Unlimited - No Limit (Extended).mp3;tags;2 Unlimited;No Limit (Extended);MATCH;100.0;2 Unlimited;No Limit;Electronic;Techno/Euro House/Tech House;1993;Radikal Records;25371
2022-04-17\Bakermat - Baiana (Extended Mix).mp3;tags;Bakermat;Baiana (Extended Mix);MATCH;100.0;Bakermat;Baianá;Electronic;House;2019;Be Yourself Music;14210179
2022-04-17\Basement Jaxx - Where's Your Head At (1991 Remix).mp3;tags;Basement Jaxx;Where's Your Head At (1991 Remix);MATCH;100.0;Basement Jaxx;Where's Your Head At (1991 Remix);Electronic;Drum n Bass;2021;1991 (3);21053053
2022-04-17\Benny Benassi, The Biz - Satisfaction (Isak Original Extended).mp3;tags;Benny Benassi, The Biz;Satisfaction (Isak Original Extended);MATCH;100.0;Benny Benassi;Satisfaction (Isak Original Extended);Electronic;Progressive House/Trance/Electro/Psy-Trance/Tech House;2006;D:vision Records;1095735
2022-04-17\Block & Crown Feat. Daniel Goodheart - Smalltown Boy (Block & Crown & Paul Parsons Nudisco Mix).mp3;tags;Block & Crown Feat. Daniel Goodheart;Smalltown Boy (Block & Crown & Paul Parsons Nudisco Mix);NON;68.5;Block & Crown;More Then You Know (Block & Crown Jackin Mix);;;;;
2022-04-17\Bobby McFerrin - Dont`t Worry Be Happy.mp3;tags;Bobby McFerrin;Dont`t Worry Be Happy;NON;0.0;;;;;;;
2022-04-17\Culture Shock, Sub Focus - Recombine.mp3;tags;Culture Shock, Sub Focus;Recombine;MATCH;100.0;Culture Shock (2);Recombine;Electronic;Drum n Bass;2022;RAM Records;22305703
2022-04-17\Da Hool - Meet Her At the Loveparade.mp3;tags;Da Hool;Meet Her At the Loveparade;MATCH;100.0;Da Hool;Meet Her At The Loveparade;Electronic;House/Progressive House/Tech House;1997;Kosmo Records;47109
2022-04-17\Daft Punk - Around the World.mp3;tags;Daft Punk;Around the World;MATCH;100.0;Daft Punk;Around The World;Electronic;House/French House/Techno/Acid/Disco/Electro;1997;Virgin;3235
2022-04-17\Daft Punk - Rollin & Scratchin.mp3;tags;Daft Punk;Rollin & Scratchin;MATCH;100.0;Daft Punk;Rollin' & Scratchin';Electronic;House/French House/Techno/Acid/Disco/Electro;1997;Virgin;3235
2022-04-17\Delta Heavy - Work it.mp3;tags;Delta Heavy;Work it;MATCH;100.0;Delta Heavy;Work It;Electronic;Drum n Bass;2021;UKF Music;23464880
2022-04-17\Digitalism - Zdarlight.mp3;tags;Digitalism;Zdarlight;MATCH;100.0;Digitalism;Zdarlight;Electronic;House/Electro/Tech House;2005;Kitsuné Music;519556
2022-04-17\Dillon Francis & Vinne - Once Again (Extended Mix).mp3;tags;Dillon Francis & Vinne;Once Again (Extended Mix);NON;0.0;;;;;;;
2022-04-17\Document One - Hands Up.mp3;tags;Document One;Hands Up;MATCH;100.0;Document One;Hands Up;Electronic;Drum n Bass;2021;Elevate Audio;18430555
2022-04-17\Eddie Amador - House Music (Original Mix).mp3;tags;Eddie Amador;House Music (Original Mix);MATCH;100.0;Eddie Amador;House Music;Electronic;House;1998;Pukka Records;40814
2022-04-17\Faithless - Insomnia.mp3;tags;Faithless;Insomnia;MATCH;100.0;Faithless;Insomnia;Electronic;House/Downtempo/Drum n Bass/Trance;1996;Cheeky Records;8033
2022-04-17\Gala - Freed From Desire.mp3;tags;Gala;Freed From Desire;MATCH;100.0;Gala;Freed From Desire;Electronic;House/Euro House/Italodance;1996;Fact;14719
2022-04-17\Gigi d'Agostino - Bla Bla Bla.mp3;tags;Gigi d'Agostino;Bla Bla Bla;MATCH;100.0;Gigi D'Agostino;Bla Bla Bla;Electronic;Trance/Euro House/Italodance;2000;ZYX Music;82212
2022-04-17\HI-LO & Eli Brown - Industria (Extended Mix).mp3;tags;HI-LO & Eli Brown;Industria (Extended Mix);NON;0.0;;;;;;;
2022-04-17\Haddaway - What is Love.mp3;tags;Haddaway;What is Love;MATCH;100.0;Haddaway;What Is Love;Electronic/Pop;Europop/Eurodance;1993;Coconut;84453
2022-04-17\Jay Lumen - Terra.mp3;tags;Jay Lumen;Terra;MATCH;100.0;Jay Lumen;Terra;Electronic;Techno;2022;Footwork Audio;24729443
2022-04-17\Joel Corry & Da Hool - The Parade (Extended Club Mix).mp3;tags;Joel Corry & Da Hool;The Parade (Extended Club Mix);NON;72.4;Da Hool;Meet Her At The Love Parade;;;;;
2022-04-17\Justice - Phantom Pt. II.mp3;tags;Justice;Phantom Pt. II;MATCH;100.0;Justice (3);Phantom Pt II;Electronic;Electro House/French House;2007;Because Music;992104
2022-04-17\Justice - Phantom.mp3;tags;Justice;Phantom;MATCH;100.0;Justice (3);Phantom;Electronic;Glitch/Electro/Tech House;2006;Ed Banger Records;890397
2022-04-17\Kleu - Rudy, A Message To You.mp3;tags;Kleu;Rudy, A Message To You;MATCH;100.0;Kleu (2);Rudy, A Message To You;Electronic;Drum n Bass/Jungle;2022;Jungle Cakes;22896122
2022-04-17\Klingande - Jubel.mp3;tags;Klingande;Jubel;MATCH;100.0;Klingande;Jubel;Electronic;Tropical House;2013;B1 Recordings;5071833
2022-04-17\Nina Simone,Felix Da Housecat - Sinnerman (Remix).mp3;tags;Nina Simone,Felix Da Housecat;Sinnerman (Remix);MATCH;100.0;Nina Simone;Sinnerman;Electronic/Jazz;House/Jazzdance;2003;Verve Records;184980
2022-04-17\Nymfo - Crush.mp3;tags;Nymfo;Crush;MATCH;100.0;Nymfo (2);Crush;Electronic;Drum n Bass;2022;Sofa Sound Bristol;27224757
2022-04-17\PAX - Is It You.mp3;tags;PAX;Is It You;MATCH;100.0;PAX (11);Is It You;Electronic;Tech House;2022;REALM Records (5);22471102
2022-04-17\Polo & Pan - Ani Kuni.mp3;tags;Polo & Pan;Ani Kuni;MATCH;100.0;Polo & Pan;Ani Kuni;Electronic;Nu-Disco;2021;Universal Music Distribution Deal;19070671
2022-04-17\Sonny Fodera & Biscits - Perfect (Extended Mix).mp3;tags;Sonny Fodera & Biscits;Perfect (Extended Mix);NON;0.0;;;;;;;
2022-04-17\Stylo, Space Motion - Madan.mp3;tags;Stylo, Space Motion;Madan;NON;0.0;;;;;;;
2022-04-17\Technotronic feat. Felly - Pump Up The Jam.mp3;tags;Technotronic feat. Felly;Pump Up The Jam;MATCH;100.0;Technotronic;Pump Up The Jam;Electronic;Hip-House/Euro House;1989;BCM Records;37937
2022-04-17\The Prodigy - Breathe.mp3;tags;The Prodigy;Breathe;MATCH;100.0;The Prodigy;Breathe;Electronic/Hip Hop;Breakbeat/Big Beat;1997;XL Recordings;2718
2022-04-17\The Prodigy - Out of Space.mp3;tags;The Prodigy;Out of Space;MATCH;100.0;The Prodigy;Out Of Space;Electronic;Breakbeat/Hardcore/Techno;1992;XL Recordings;660
2022-04-17\The Rapture - How Deep Is Your Love.mp3;tags;The Rapture;How Deep Is Your Love;MATCH;100.0;The Rapture;How Deep Is Your Love?;Electronic/Rock;House/Indie Rock;2011;DFA;2935565
2022-06-14\Alyssa & Gia - Remember Me.mp3;tags;Alyssa & Gia;Remember Me;NON;0.0;;;;;;;
2022-06-14\Broken Back - Halcyon Birds.mp3;tags;Broken Back;Halcyon Birds;MATCH;100.0;Broken Back;Halcyon Birds;Electronic/Pop;Future Jazz;2015;Broken Back Inc.;8131134
2022-06-14\Chaka Demus & Pliers - Tease Me.mp3;tags;Chaka Demus & Pliers;Tease Me;MATCH;100.0;Chaka Demus & Pliers;Tease Me;Electronic/Reggae;Dancehall/Ragga;1993;Mango;223334
2022-06-14\Elephanz - Maryland.mp3;tags;Elephanz;Maryland;MATCH;100.0;Elephanz;Maryland;Rock/Pop;Pop Rock;2017;Blackbird (10);11073893
2022-06-14\Fabrice Dayan & Peter Nalitch - My Guitar (Original Mix).mp3;tags;Fabrice Dayan & Peter Nalitch;My Guitar (Original Mix);NON;0.0;;;;;;;
2022-06-14\Gentleman's Dub Club - High Grade.mp3;tags;Gentleman's Dub Club;High Grade;MATCH;100.0;Gentleman's Dub Club;High Grade;Reggae;Dub/Ska;2014;Ranking Records;6244353
2022-06-14\Helmut Fritz - Ça m'énerve.mp3;tags;Helmut Fritz;Ça m'énerve;MATCH;100.0;Helmut Fritz;Ça M'énerve;Electronic/Pop;House/Electro House/Dance-pop/French House;2009;Sony Music;1701136
2022-06-14\Jacques - Ça se voit.mp3;tags;Jacques;Ça se voit;MATCH;100.0;Jacques (16);Ça Se Voit;Electronic/Pop;Techno;2022;Recherche & Développement;22080787
2022-06-14\Jungle - Keep Moving.mp3;tags;Jungle;Keep Moving;MATCH;100.0;Jungle (12);Keep Moving;Electronic;House/Dance-pop;2021;Caiola Records;19503355
2022-06-14\Kenn Colt & Hiisak - Come On Sugar (Extended Mix).mp3;tags;Kenn Colt & Hiisak;Come On Sugar (Extended Mix);MATCH;100.0;Kenn Colt;Come On Sugar;Electronic;House;2017;SPRS;11869253
2022-06-14\Klingande & Jamie N Commons - By The River.mp3;tags;Klingande & Jamie N Commons;By The River;NON;0.0;;;;;;;
2022-06-14\Klingande, Broken Back - RIVA (Restart the Game).mp3;tags;Klingande, Broken Back;RIVA (Restart the Game);MATCH;100.0;Klingande;Riva (Restart The Game);Electronic;Deep House;2015;Ultra Records;6848046
2022-06-14\Kungs - Lipstick.mp3;tags;Kungs;Lipstick;MATCH;100.0;Kungs;Lipstick;Electronic/Pop;Nu-Disco/House;2021;Island Records;20825125
2022-06-14\Lilly Wood & The Prick, Robin Schulz - Prayer in C.mp3;tags;Lilly Wood & The Prick, Robin Schulz;Prayer in C;NON;0.0;;;;;;;
2022-06-14\Luke Bergs - Shiva.mp3;tags;Luke Bergs;Shiva;NON;0.0;;;;;;;
2022-06-14\Naive New Beaters feat. Izia - Heal Tomorrow.mp3;tags;Naive New Beaters feat. Izia;Heal Tomorrow;MATCH;100.0;Naive New Beaters;Heal Tomorrow;Electronic/Rock;Pop Rock;2016;Capitol Records;8790347
