fichier;source;artiste_fichier;titre_fichier;resultat;score;artiste_discogs;titre_discogs;genre;style;annee;label;release_id
2022-06-14\Napkey - Rebirth.mp3;tags;Napkey;Rebirth;NON;0.0;;;;;;;
2022-06-14\Ofenbach & Quarterhead feat. Norma Jean Martine - Head Shoulders Knees & Toes (Extended Mix).mp3;tags;Ofenbach & Quarterhead feat. Norma Jean Martine;Head Shoulders Knees & Toes (Extended Mix);MATCH;100.0;Ofenbach;Head Shoulders Knees & Toes;Electronic;House;2020;Spinnin' Records;15274256
2022-06-14\Ofenbach - Around the Fire.mp3;tags;Ofenbach;Around the Fire;NON;73.3;Ofenbach;Around The Fire (EigenARTig x Yako Remix);;;;;
2022-06-14\Ofenbach - What I Want.mp3;tags;Ofenbach;What I Want;NON;0.0;;;;;;;
2022-06-14\Ofenbach, Nick Waterhouse - Katchi (Ofenbach vs. Nick Waterhouse).mp3;tags;Ofenbach, Nick Waterhouse;Katchi (Ofenbach vs. Nick Waterhouse);MATCH;100.0;Ofenbach;Katchi (Ofenbach Vs. Nick Waterhouse);Electronic/Funk / Soul/Pop;Deep House/Rhythm & Blues;2017;Warner Dance Labels;11233105
2022-06-14\Petit Biscuit - Sunset Lover.mp3;tags;Petit Biscuit;Sunset Lover;MATCH;100.0;Petit Biscuit;Sunset Lover;Electronic;Synth-pop/Downtempo;2016;Petit Biscuit Inc.;8813189
2022-06-14\Prok & Fitch Pres. Salome De Bahia - Outro Lugar (Original Vocal Mix).mp3;tags;Prok & Fitch Pres. Salome De Bahia;Outro Lugar (Original Vocal Mix);MATCH;100.0;Salomé De Bahia;Outro Lugar;Electronic;House/Latin;1999;Yellow Productions;14884
2022-06-14\Stromae - Alors On Dance.mp3;tags;Stromae;Alors On Danse;MATCH;100.0;Stromae;Alors On Danse;Electronic;Tech House;2010;B1 Recordings;2115684
2022-06-14\The Avener, Phoebe Killdeer - Fade Out Lines.mp3;tags;The Avener, Phoebe Killdeer;Fade Out Lines;MATCH;100.0;The Avener;Fade Out Lines;Electronic;House/Electro House/Dance-pop;2014;96 Musique;6229815
2022-06-14\The Swiss - Bubble Bath.mp3;tags;The Swiss;Bubble Bath;MATCH;100.0;The Swiss;Bubble Bath;Electronic/Funk / Soul;Electro/Synth-pop/Italodance/Electro House;2009;Modular Recordings;2316031
2022-06-14\[dunkelbunt], Boban i Marko Marcovic Orkestar - Cinnamon Girl.mp3;tags;[dunkelbunt], Boban i Marko Marcovic Orkestar;Cinnamon Girl;MATCH;100.0;[dunkelbunt];Cinnamon Girl;Electronic/Jazz;Gypsy Jazz/Jazzdance/House/Ghetto;2008;Chat Chapeau Records;1548054
2022-06-14\chris anderson & dj robbie - last night.mp3;tags;Chris Anderson & DJ Robbie;Last night;MATCH;100.0;Chris Anderson & DJ Robbie;Last Night;Electronic;Euro House;2000;EMI Music France;909546
2022-07-06\Alejandro Paz & Local Suicide - Directions.mp3;tags;Alejandro Paz & Local Suicide;Directions;MATCH;100.0;Alejandro Paz & Local Suicide;Directions;Electronic;Darkwave/Disco;2021;Glowcast Audio Mastering;17574253
2022-07-06\Amoss - South of the River.mp3;tags;Amoss;South of the River;MATCH;100.0;Amoss;South of the river;Electronic;Drum n Bass;2020;Flexout Audio;16248263
2022-07-06\Aphrodite - Twilight.mp3;tags;Aphrodite;Twilight;MATCH;100.0;Aphrodite;Twilight;Electronic;Drum n Bass;2004;Aphrodite Recordings;242874
2022-07-06\Associanu - This Is A Song About Dancing (Extended Mix).mp3;tags;Associanu;This Is A Song About Dancing (Extended Mix);MATCH;100.0;Associanu;This Is A Song About Dancing;Electronic;House;2021;FFRR;21055927
2022-07-06\Break, MC GQ - Whispers in My Ear (Break Remix).mp3;tags;Break, MC GQ;Whispers in My Ear (Break Remix);MATCH;100.0;Break;Whispers In My Ear (Break Remix);Electronic;Drum n Bass;2020;Symmetry Recordings;15939622
2022-07-06\Bérurier Noir - Porcherie.mp3;tags;Bérurier Noir;Porcherie;MATCH;100.0;Bérurier Noir;Porcherie;Rock;Alternative Rock/Punk;1985;Bondage Records;300697
2022-07-06\Bérurier noir - Porcherie live 1989.mp3;tags;Bérurier noir;Porcherie live 1989;NON;78.6;Bérurier Noir;Porcherie;;;;;
2022-07-06\Diatomic - Fusion Core.mp3;tags;Diatomic;Fusion Core;NON;0.0;;;;;;;
2022-07-06\Dirty Funker - Ultimate Countdown 3 (Original Mix).mp3;tags;Dirty Funker;Ultimate Countdown 3 (Original Mix);NON;66.7;Dirty Funker;Don't Stop (Zilla Vocal Mix);;;;;
2022-07-06\Disco Mortale - Voices Inside.mp3;tags;Disco Mortale;Voices Inside;NON;0.0;;;;;;;
2022-07-06\Fatal Bazooka - C'est une pute.mp3;tags;Fatal Bazooka;C'est une pute;MATCH;100.0;Fatal Bazooka;C'est Une Pute;Hip Hop/Pop;Gangsta/Parody;2007;Up Music;996940
2022-07-06\Fingers Inc. - My House (Acapella).mp3;tags;Fingers Inc.;My House (Acapella);NON;0.0;;;;;;;
2022-07-06\Gianni Di Bernardo, Rian Wood - Lost In Techno Intro.mp3;tags;Gianni Di Bernardo, Rian Wood;Lost In Techno Intro;MATCH;100.0;Gianni Di Bernardo;Lost In Techno Intro;Electronic;Techno;2021;Loose Records;25724356
2022-07-06\Kmyle - The Man With a FM Milk.mp3;tags;Kmyle;The Man With a FM Milk;NON;0.0;;;;;;;
2022-07-06\Le Roi Lion (BO) - Hakuna Matata.mp3;tags;Le Roi Lion (BO);Hakuna Matata;NON;0.0;;;;;;;
2022-07-06\Malandra Jr. - Sveva.mp3;tags;Malandra Jr.;Sveva;NON;0.0;;;;;;;
2022-07-06\Mita Gami - Allenby.mp3;tags;Mita Gami;Allenby;NON;0.0;;;;;;;
2022-07-06\Monolink - Otherside (Fideles Remix).mp3;tags;Monolink;Otherside (Fideles Remix);MATCH;100.0;Monolink;Otherside (Fideles Remix);Electronic;Progressive House;2022;Embassy One;23530004
2022-07-06\Norsheep - For My Block.mp3;tags;Norsheep;For My Block;NON;0.0;;;;;;;
2022-07-06\Nu Tone feat. Dynamite MC - Cannibals.mp3;tags;Nu Tone feat. Dynamite MC;Cannibals;MATCH;100.0;Nu:Tone;Cannibals;Electronic;Drum n Bass;2014;Hospital Records;6236336
2022-07-06\OFFAIAH - Push Pull.mp3;tags;OFFAIAH;Push Pull;MATCH;100.0;Offaiah;Push Pull;Electronic;House/Tech House;2018;Defected;12890145
2022-07-06\Oceanvs Orientalis - Revenge of the Wankers.mp3;tags;Oceanvs Orientalis;Revenge of the Wankers;NON;0.0;;;;;;;
2022-07-06\Omis (Italy) - The Other Time Intro.mp3;tags;Omis (Italy);The Other Time Intro;MATCH;100.0;Omis (2);The Other Time Intro;Electronic;Techno;2022;Unrilis;23129741
2022-07-06\Passenger 10 - Countdown Epica.mp3;tags;Passenger 10;Countdown Epica;NON;82.9;Passenger 10;Countdown Epica (124Bpm - Cmin);;;;;
2022-07-06\Rune RK - Calabria (Loop).mp3;tags;Rune RK;Calabria (Loop);MATCH;100.0;Rune;Calabria (Loop);Electronic;House;2008;ArtiFarti Records;4896010
2022-07-06\Tech Support, Whipr Snipr - 3 Octaves Feat. Whipr Snipr.mp3;tags;Tech Support, Whipr Snipr;3 Octaves Feat. Whipr Snipr;MATCH;100.0;Tech Support (2);3 Octaves;Electronic;House;2020;Shadow City Records;14902931
2022-07-06\Walt Disney - Il en faut peu pour être heureux.mp3;tags;Walt Disney;Il en faut peu pour être heureux;NON;0.0;;;;;;;
2022-07-06\Yann Lean - Hope.mp3;tags;Yann Lean;Hope;NON;0.0;;;;;;;
2022-07-24\Benny Page - Turn Down The Lights.mp3;tags;Benny Page;Turn Down The Lights;MATCH;100.0;Benny Page;Turn Down The Lights;Electronic;Drum n Bass;2006;Digital Soundboy Recording Co.;672132
2022-07-24\Bladerunner - Hot Steppa.mp3;tags;Bladerunner;Hot Steppa;NON;0.0;;;;;;;
2022-07-24\Dangerous & Basstripper - Hungry Hippos.mp3;tags;Dangerous & Basstripper;Hungry Hippos;MATCH;100.0;Dangerous (2);Hungry Hippos;Electronic;Drum n Bass;2016;Ten Ton Beats;11111951
2022-07-24\Kumarachi, Rms - Straight Up (RMS Remix).mp3;tags;Kumarachi, Rms;Straight Up (RMS Remix);NON;0.0;;;;;;;
2022-07-24\Lenzman & Steo - My Tearz (Ulterior Motive Remix).mp3;tags;Lenzman & Steo;My Tearz (Ulterior Motive Remix);NON;0.0;;;;;;;
2022-07-24\Serial Killaz - Jamaican Boy.mp3;tags;Serial Killaz;Jamaican Boy;MATCH;100.0;Serial Killaz (2);Jamaican Boy;Electronic;Drum n Bass/Jungle;2011;Killa Dubz;2671460
2022-07-24\Skrillex, Damian Jr Gong Marley - Make It Bun Dem.mp3;tags;Skrillex, Damian Jr Gong Marley;Make It Bun Dem;MATCH;100.0;Skrillex;Make It Bun Dem;Electronic/Reggae;Reggae/Dubstep;2012;Big Beat;3579665
2022-07-24\Turno - Badman Nah Beg Fren.mp3;tags;Turno;Badman Nah Beg Fren;MATCH;90.8;DJ Turno;Badman Nah Beg Fren;Electronic;Drum n Bass;2015;Serial Killaz;10657615
2022-07-24\Ulterior Motive - Get Close.mp3;tags;Ulterior Motive;Get Close;MATCH;100.0;Ulterior Motive;Get Close;Electronic;Drum n Bass;2017;Metalheadz;10313345
2022-07-27\Carbon - Express Yourself.mp3;tags;Carbon;Express Yourself;MATCH;100.0;Carbon;Express Yourself;Electronic;Techno;2022;Alula Tunes;24385334
2022-07-27\Cosmic Boys - Carbon.mp3;tags;Cosmic Boys;Carbon;NON;0.0;;;;;;;
2022-07-27\Cosmic Boys - Reality.mp3;tags;Cosmic Boys;Reality;NON;0.0;;;;;;;
2022-07-27\Jay Lumen - Human.mp3;tags;Jay Lumen;Human;MATCH;100.0;Jay Lumen;Human;Electronic;Techno;2022;Footwork Audio;24011597
2022-07-27\Kaspar (DE) - Point of No Return (Original Mix).mp3;tags;Kaspar (DE);Point of No Return (Original Mix);NON;0.0;;;;;;;
2022-07-27\Kaufmann (DE) - Tautology.mp3;tags;Kaufmann (DE);Tautology;MATCH;100.0;Kaufmann (5);Tautology;Electronic;Techno;2022;Alula Tunes;23782883
2022-07-27\Maksim Dark - Detuner (NoNameLeft Remix).mp3;tags;Maksim Dark;Detuner (NoNameLeft Remix);NON;76.3;Maksim Dark;Olthoi (Daegon Remix);;;;;
2022-07-27\NoNameLeft & Hiboo - Ego Lab.mp3;tags;NoNameLeft & Hiboo;Ego Lab;NON;0.0;;;;;;;
2022-07-27\NoNameLeft - Prophetic.mp3;tags;NoNameLeft;Prophetic;MATCH;100.0;NoNameLeft;Prophetic;Electronic;Techno;2022;Ballroom Black;23772494
2022-07-27\Phoenix Movement, Patrick Scuro - Division (Extended Mix).mp3;tags;Phoenix Movement, Patrick Scuro;Division (Extended Mix);NON;0.0;;;;;;;
2022-07-27\Thomas Labermair - Voices In My Head (Bultech Remix).mp3;tags;Thomas Labermair;Voices In My Head (Bultech Remix);MATCH;100.0;Thomas Labermair;Voices In My Head (Bultech Remix);Electronic;Techno;2022;Reload Black Label;30097736
2022-07-27\Zafer Atabey - Dream.mp3;tags;Zafer Atabey;Dream;MATCH;100.0;Zafer Atabey;Dream;Electronic;Techno;2022;Unrilis;24616985
2022-08-15\2 Unlimited - Twilight Zone.mp3;tags;2 Unlimited;Twilight Zone;MATCH;100.0;2 Unlimited;Twilight Zone;Electronic;Hardcore/Techno/Euro House/Downtempo;1992;Byte Records;11788
2022-08-15\Alice Deejay - Better Off Alone.mp3;tags;Alice Deejay;Better Off Alone;MATCH;100.0;Alice Deejay;Better Off Alone;Electronic;Trance/Euro House;2000;Republic Records;12260
2022-08-15\Baauer - Harlem Shake.mp3;tags;Baauer;? Harlem Shake;MATCH;100.0;Baauer;Harlem Shake;Electronic/Hip Hop;Bass Music/Trap;2012;Jeffree's;3663117
2022-08-15\Bob Sinclar - Rock This Party (Everybody Dance Now).mp3;tags;Bob Sinclar;? Rock This Party (Everybody Dance Now);MATCH;100.0;Bob Sinclar;Rock This Party (Everybody Dance Now);Electronic;House/Hip Hop;2006;Yellow Productions;722879
2022-08-15\Boney M. & Majestic - Rasputin (Extended Mix).mp3;tags;Boney M. & Majestic;Rasputin (Extended Mix);MATCH;100.0;Boney M.;Rasputin;Funk / Soul/Pop;Disco;1978;Hansa International;52669
2022-08-15\Capital city - Safe and sound.mp3;tags;Capital city;Safe and sound;MATCH;93.8;Capital Cities;Safe And Sound;Electronic/Pop;Disco/Leftfield;2012;Lazy Hooks;4268992
2022-08-15\Crazy Frog - Axel F.mp3;tags;Crazy Frog;? Axel F;MATCH;100.0;Crazy Frog;Axel F;Electronic;Euro House;2005;MACH 1;456208
2022-08-15\Daft Punk - One More Time.mp3;tags;Daft Punk;One More Time;MATCH;100.0;Daft Punk;One More Time;Electronic;House;2000;Virgin;2844
2022-08-15\Darude - Sandstorm (Extended Mix).mp3;tags;Darude;Sandstorm (Extended Mix);MATCH;100.0;Darude;Sandstorm;Electronic;Trance;1999;16Inch;22780
2022-08-15\Darude - Sandstorm.mp3;tags;Darude;? Sandstorm;MATCH;100.0;Darude;Sandstorm;Electronic;Trance;1999;16Inch;22780
2022-08-15\Eiffel 65 - Blue (Da Ba Dee).mp3;tags;Eiffel 65;Blue (Da Ba Dee);MATCH;100.0;Eiffel 65;Blue (Da Ba Dee);Electronic;Euro House;1999;Central Station;11228
2022-08-15\Eric Prydz - Call on Me.mp3;tags;Eric Prydz;? Call on Me;MATCH;100.0;Eric Prydz;Call On Me;Electronic;House;2004;Not On Label (Eric Prydz);312918
2022-08-15\Fedde Le Grand - Put Your Hands Up For Detroit.mp3;tags;Fedde Le Grand;Put Your Hands Up For Detroit;MATCH;100.0;Fedde Le Grand;Put Your Hands Up For Detroit;Electronic;House/Electro;2006;Flamingo Recordings;664254
2022-08-15\Francky Vincent - Tu veux mon zizi.mp3;tags;Francky Vincent;Tu veux mon zizi;MATCH;100.0;Francky Vincent;Tu Veux Mon Zizi...;Latin;Beguine;2009;Universal Music;5718369
2022-08-15\Grand Jojo - Viens boire un petit coup à la maison.mp3;tags;Grand Jojo;Viens boire un petit coup à la maison;MATCH;100.0;Grand Jojo;Viens Boire Un Petit Coup A La Maison;Pop;Parody/Schlager;1999;RM Records;6102137
2022-08-15\Günther - Ding Dong Song.mp3;tags;Günther;? Ding Dong Song;MATCH;100.0;Günther;Ding Dong Song;Electronic;Euro House;2004;WEA;494050
2022-08-15\Harmonie Bayonnaise - Paquito chocolatero.mp3;tags;Harmonie Bayonnaise;Paquito chocolatero;NON;0.0;;;;;;;
2022-08-15\Icona Pop feat. Charli XCX - I Love It (feat. Charli XCX).mp3;tags;Icona Pop feat. Charli XCX;? I Love It (feat. Charli XCX);MATCH;100.0;Icona Pop;I Love It;Electronic/Pop;Electro;2012;Record Company TEN;3958137
2022-08-15\Jamiroquai - Canned Heat (Album Version).mp3;tags;Jamiroquai;Canned Heat (Album Version);MATCH;100.0;Jamiroquai;Canned Heat;Electronic;House/Deep House;1999;Sony Soho Square;21036
2022-08-15\Kalabrese - Auf dem Hof.mp3;tags;Kalabrese;Auf dem Hof;MATCH;100.0;Kalabrese;Auf Dem Hof;Electronic;House/Minimal;2005;Stattmusik;558600
2022-08-15\Kid Cudi - Day n night (Crookers mix).mp3;tags;Kid Cudi;Day n night (Crookers mix);MATCH;85.0;Kid Cudi;Day 'N' Nite (Crookers 'At Night' Dub);Electronic;House;2008;Data Records;1602720
2022-08-15\Klischée - Mais Non (1920 Club Edit).mp3;tags;Klischée;Mais Non (1920 Club Edit);NON;0.0;;;;;;;
2022-08-15\Lmfao - Sexy and they know it.mp3;tags;Lmfao;Sexy and they know it;MATCH;89.2;LMFAO;Sexy And I Know It;Electronic/Hip Hop;House/Pop Rap/Electro/Hip Hop;2011;Will.i.am Music Group;2948880
2022-08-15\Loona - Vamos a la Playa.mp3;tags;Loona;? Vamos a la Playa;MATCH;100.0;Loona;Vamos A La Playa;Electronic;House/Electro/Hard Trance/Hands Up;2010;Milkshake;2383377
2022-08-15\Major Lazer feat. Busy Signal, the Flexican & FS Green - Watch Out For This (Bumaye).mp3;tags;Major Lazer feat. Busy Signal, the Flexican & FS Green;Watch Out For This (Bumaye);MATCH;100.0;Major Lazer;Bumaye (Watch Out For This);Electronic/Hip Hop/Reggae/Latin;Ragga/Dancehall/Dubstep/Bass Music/Bounce/Reggae/Dub;2013;Traffic (3);4466314
2022-08-15\Martin Solveig & Dragonette - Hello.mp3;tags;Martin Solveig & Dragonette;Hello;NON;0.0;;;;;;;
2022-08-15\Michel Sardou - Les lacs du Connemara.mp3;tags;Michel Sardou;Les lacs du Connemara;MATCH;100.0;Michel Sardou;Les Lacs Du Connemara;Pop;Chanson;1989;Trema;648037
2022-08-15\Parov Stelar - Booty Swing.mp3;tags;Parov Stelar;Booty Swing;MATCH;100.0;Parov Stelar;Booty Swing;Electronic/Funk / Soul;House/Future Jazz/Big Beat;2010;Etage Noir Recordings;2566687
2022-08-15\Parov Stelar - Gringos Revenge.mp3;tags;Parov Stelar;Gringos Revenge;MATCH;100.0;Parov Stelar;Gringos Revenge;Electronic;Electro Swing;2022;Etage Noir Recordings;26111521
2022-08-15\Recondite - Naif.mp3;tags;Recondite;Naif;MATCH;100.0;Recondite;Naif;Electronic;Techno/Minimal;2022;Plangent Records;21733966
2022-08-15\Reel 2 Real feat. The Mad Stuntman - I Like To Move It (feat. The Mad Stuntman).mp3;tags;Reel 2 Real feat. The Mad Stuntman;I Like To Move It (feat. The Mad Stuntman);MATCH;100.0;Reel 2 Real;I Like To Move It;Electronic;House/Euro House;1994;Positiva;26903
2022-08-15\Robert Miles feat. Maria Nayler - One and One.mp3;tags;Robert Miles feat. Maria Nayler;One and One;MATCH;100.0;Robert Miles;One And One;Electronic;Trance/Progressive Trance;1996;Arista;35898
2022-08-15\Safri Duo - Played-A-Live (The Bongo Song).mp3;tags;Safri Duo;? Played-A-Live (The Bongo Song);MATCH;100.0;Safri Duo;Played - A - Live (The Bongo Song);Electronic;House/Trance/Hard Trance;2001;AM:PM;3308
2022-08-15\Stardust - Music Sound Better With You.mp3;tags;Stardust;Music Sound Better With You;NON;82.6;Stardust;Music Sound Better With You (Stardust Electric Mix);;;;;
2022-08-15\The Black Eyed Peas - I Gotta Feeling.mp3;tags;The Black Eyed Peas;? I Gotta Feeling;MATCH;100.0;Black Eyed Peas;I Gotta Feeling;Electronic/Hip Hop/Funk / Soul/Pop;Pop Rap/Electro/Conscious/Contemporary R&B;2009;Interscope Records;1807174
2022-08-15\The Supermen Lovers, Mani Hoffman - Starlight.mp3;tags;The Supermen Lovers, Mani Hoffman;Starlight;MATCH;100.0;The Supermen Lovers;Starlight;Electronic;House;2001;Disques Vogue;44453
2022-08-15\Tocadisco - Morumbi (Popof Remix).mp3;tags;Tocadisco;Morumbi (Popof Remix);MATCH;100.0;Tocadisco;Morumbi (Popof Remix);Electronic;Progressive House;2008;Superstar Recordings;1381668
2022-08-15\Vengaboys - Boom, Boom, Boom, Boom!!.mp3;tags;Vengaboys;Boom, Boom, Boom, Boom!!;MATCH;100.0;Vengaboys;Boom, Boom, Boom, Boom!!;Electronic;Euro House/Trance/Hard Trance/Hard House;1999;Central Station;12589
2022-10-21\Alex Mine - In The Name Of What (Original Mix).mp3;tags;Alex Mine;In The Name Of What (Original Mix);NON;0.0;;;;;;;
2022-10-21\Alex Mine - Ultra.mp3;tags;Alex Mine;Ultra ;MATCH;100.0;Alex Mine;Ultra;Electronic;Techno;2018;Filth On Acid;13403328
2022-10-21\Bart Skils, Weska - House of Lords (Original Mix).mp3;tags;Bart Skils, Weska;House of Lords (Original Mix);NON;0.0;;;;;;;
2022-10-21\Dave Pad - I Get This Feeling.mp3;tags;Dave Pad;I Get This Feeling;NON;0.0;;;;;;;
2022-10-21\Harry Romero - Reach Out (Extended Mix).mp3;tags;Harry Romero;Reach Out (Extended Mix);MATCH;88.2;"Harry ""Choo Choo"" Romero";Reach Out;Electronic;Tech House;2018;Bambossa Records;13575977
2022-10-21\Joseph Ashworth - Factory Settings (Original Mix).mp3;tags;Joseph Ashworth, Catz ?N Dogz;Factory Settings (Original Mix);MATCH;100.0;Catz N' Dogz;Factory Settings;Electronic;Tech House;2018;Dirtybird;12107593
2022-10-21\Matador-Ramaha (Original Mix).mp3;tags;Matador;Ramaha (Original Mix);MATCH;100.0;Matador (6);Ramaha;Electronic;Techno/Tech House/Minimal Techno;2017;Rukus;10984523
2022-10-21\Prince of Dance - Move & Dance (A Little Longer).mp3;tags;Prince of Dance;Move & Dance (A Little Longer);NON;0.0;;;;;;;
2022-10-21\Serge Devant - Frenzy (Original Mix).mp3;tags;Serge Devant;Frenzy (Original Mix);MATCH;100.0;Serge Devant;Frenzy;Electronic;Tech House;2017;Knee Deep In Sound;10018569
2022-10-23 INPT Romain\Aaron Jackson - Recovery (Original Mix).wav;nom de fichier;Aaron Jackson;Recovery (Original Mix);NON;0.0;;;;;;;
2022-10-23 INPT Romain\Audiojack - Introspection (feat.Polarbear).mp3;tags;Audojack;Introspection (feat.Polarbear);NON;0.0;;;;;;;
2022-10-23 INPT Romain\Bellecour - Amertume.mp3;tags;Bellecour;Amertume;NON;0.0;;;;;;;
2022-10-23 INPT Romain\DLMT - Elevate (Extended Mix).mp3;tags;DLMT;Elevate (Extended Mix);NON;0.0;;;;;;;
2022-10-23 INPT Romain\Double Agent - Magic Potion (Original Mix).mp3;tags;Double Agent;Magic Potion (Original Mix);NON;0.0;;;;;;;
2022-10-23 INPT Romain\Frents - Together (Original Mix).mp3;tags;Frents;Together (Original Mix);NON;0.0;;;;;;;
2022-10-23 INPT Romain\GUZ (NL) - My House (WCM).mp3;tags;GUZ;My House;MATCH;100.0;Guz (12);My House;Electronic;Tech House;2019;Sink Or Swim (2);15872694
2022-10-23 INPT Romain\Jon Warg - Banger.mp3;tags;Jon Warg;Banger;NON;0.0;;;;;;;
2022-10-23 INPT Romain\Keeld - Bourlingue (Original Mix).mp3;tags;Keeld;Bourlingue (Original Mix);NON;0.0;;;;;;;
2022-10-23 INPT Romain\Keeld - Briket.mp3;tags;Keeld;Briket;MATCH;100.0;Keeld;Briket (Extended Mix);Electronic;Tech House;2021;This Ain't Bristol;32457753
2022-10-23 INPT Romain\Keeld _ Frents - Moving Up.mp3;tags;Keeld & Frents;Moving Up;NON;0.0;;;;;;;
2022-10-23 INPT Romain\Keeld _ Frents - Not a Test (Original Mix).mp3;tags;Keeld & Frents;Not A Test (Original Mix);NON;0.0;;;;;;;
2022-10-23 INPT Romain\Kuroshi - On Your Feet, Everybody.mp3;tags;Kuroshi;On Your Feet, Everybody;NON;0.0;;;;;;;
2022-10-23 INPT Romain\Moves - Clarity.mp3;tags;Moves;Clarity;NON;0.0;;;;;;;
2022-10-23 INPT Romain\NORSHEEP - For My Block.mp3;tags;NORSHEEP;For My Block;NON;0.0;;;;;;;
2022-10-23 INPT Romain\STUND - Human League.wav;nom de fichier;STUND;Human League;NON;0.0;;;;;;;
2022-10-23 INPT Romain\San Pacho x House Divided - Walkin_ Miles (Extended).mp3;tags;San Pacho & House Divided;Walkin' Miles (Extended);NON;0.0;;;;;;;
2022-10-23 INPT Romain\Sass - Human Acceptance.wav;nom de fichier;Sass;Human Acceptance;NON;0.0;;;;;;;
2022-10-23 INPT Romain\Sqwad - U Don_t Know (Extended Mix).mp3;tags;SQWAD;U Don't Know (Extended Mix);NON;0.0;;;;;;;
2022-10-23 INPT Romain\Steve Darko, Nala - Red (Original Mix).mp3;tags;Steve Darko & Nala;Red (Original Mix);NON;0.0;;;;;;;
2022-11-12 slsk\(acapella) Daft-Punk - Technologic-Acapella-Loop-16-Bars-125bpm.wav;nom de fichier;(acapella) Daft Punk;Technologic Acapella Loop 16 Bars 125bpm;NON;0.0;;;;;;;
2022-11-12 slsk\01 - 666-alarma.mp3;nom de fichier;01;666 alarma;NON;0.0;;;;;;;
2022-11-12 slsk\03 - Indeep - Last night a DJ saved my life.mp3;nom de fichier;03;Indeep   Last night a DJ saved my life;NON;0.0;;;;;;;
2022-11-12 slsk\03 - eddie_amador-the_funk_(king_unique's_speechapella).mp3;nom de fichier;03;eddie_amador the_funk_(king_unique's_speechapella);NON;60.0;03;I Shot The Sheriff;;;;;
2022-11-12 slsk\03 Intense (FX DJ Tool).mp3;tags;Ronan Portela;Intense (FX DJ Tool);MATCH;100.0;Ronan Portela;Intense (FX DJ Tool);Electronic;Techno/Tech House;2013;SCI + TEC Digital Audio;4867894
2022-11-12 slsk\03 Monkey Biz (Synth DJ Tool).mp3;tags;The Junkies;Monkey Biz (Synth DJ Tool);MATCH;100.0;The Junkies;Monkey Biz (Synth DJ Tool);Electronic;Techno/Tech House;2013;SCI + TEC Digital Audio;4560436
2022-11-12 slsk\04 I Can't Stop (Accapella).mp3;tags;Sandy Rivera;I Can't Stop (Accapella);NON;0.0;;;;;;;
2022-11-12 slsk\05 - fatboy slim - champion sound accapella.mp3;nom de fichier;05;fatboy slim   champion sound accapella;NON;0.0;;;;;;;
2022-11-12 slsk\07 - fatboy_slim-star_69.mp3;nom de fichier;07;fatboy_slim star_69;NON;0.0;;;;;;;
2022-11-12 slsk\09 - 666 - Rhythm Takes Control.mp3;nom de fichier;09;666   Rhythm Takes Control;NON;0.0;;;;;;;
2022-11-12 slsk\09 - daft_punk-harder,better,faster,stronger.mp3;nom de fichier;09;daft_punk harder,better,faster,stronger;NON;0.0;;;;;;;
2022-11-12 slsk\1-07 - Missy Elliott - Acapella Tool- Get Ur Freak On (Acapella).mp3;tags;Missy Elliott;Acapella Tool: Get Ur Freak On (Acapella);MATCH;86.5;Missy Elliott;Get Ur Freak On (Acapella);Hip Hop/Funk / Soul;Contemporary R&B;2001;Elektra;98360
2022-11-12 slsk\12 - heaven_disco_club-i_got_my_pride.mp3;nom de fichier;12;heaven_disco_club i_got_my_pride;NON;0.0;;;;;;;
2022-11-12 slsk\16 Music Sounds Better With You (Acapella).mp3;tags;Stardust;Music Sounds Better With You (Acapella);NON;0.0;;;;;;;
2022-11-12 slsk\23 - Fat_Boy_Slim_re_work.mp3;nom de fichier;23;Fat_Boy_Slim_re_work;NON;0.0;;;;;;;
2022-11-12 slsk\24 Tribal Badman (Acapella).mp3;tags;Smokin' Jo;Tribal Badman (Acapella);MATCH;98.7;Smokin' Jo;Tribal Badman - Accapella;Electronic;Tribal House;2002;Feel The Rhythm;4798910
2022-11-12 slsk\276. DJ T., Cari Golden - City Life (feat. Cari Golden) (Acapella).mp3;tags;DJ T., Cari Golden;City Life (feat. Cari Golden) (Acapella);NON;0.0;;;;;;;
2022-11-12 slsk\402. DJ Roland Clark, Bronx Cheer - Space Disco (Acapella).mp3;tags;DJ Roland Clark, Bronx Cheer;Space Disco (Acapella);NON;0.0;;;;;;;
2022-11-12 slsk\572. Benny Benassi - Satisfaction (Acapella).mp3;tags;Benny Benassi;Satisfaction (Acapella);MATCH;100.0;Benny Benassi;Satisfaction (Acapella);Electronic;Electro House;2003;You;146650
2022-11-12 slsk\Black Eyed Peas - My Humps (Acapella).mp3;tags;Black Eyed Peas;My Humps (Acapella);NON;83.6;Black Eyed Peas;Shut Up (Acapella);;;;;
2022-11-12 slsk\CHIC - GOOD TIMES (STEF KONSTAN OUTRO ACAPELLA).mp3;tags;CHIC;GOOD TIMES (STEF KONSTAN OUTRO ACAPELLA);NON;72.0;Chic;Good Times (Stonebridge Club Mix);;;;;
2022-11-12 slsk\Chic - Good Times (Quantized Acapella).mp3;tags;Chic;Chic - Good Times (Quantized Acapella);NON;74.3;Chic;Good Times / Dance Dance Dance Remixes;;;;;
